"2025-04-10 08:03:56am",SYSADMIN,"Closed a drawer"
"2025-04-10 08:03:57am",SYSADMIN,"Closed a drawer"
"2025-04-10 08:04:11am",SYSADMIN,"Opened a drawer"
"2025-04-10 08:04:19am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 08:06:07am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 08:07:21am",SYSADMIN,"Added item discount to transaction"
"2025-04-10 08:08:32am",SYSADMIN,"Completed the tranasction",,43
"2025-04-10 08:10:26am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 08:29:19am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 08:32:19am",SYSADMIN,"Added global discount to transaction"
"2025-04-10 08:32:35am",SYSADMIN,"Completed the tranasction",,44
"2025-04-10 08:32:48am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 08:37:53am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 08:50:08am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 08:50:18am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 08:50:26am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 09:10:37am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 10:37:34am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 10:40:43am",SYSADMIN,"Added item discount to transaction"
"2025-04-10 10:42:49am",SYSADMIN,"Completed the tranasction",,45
"2025-04-10 10:44:35am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 11:00:27am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 11:15:16am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 11:20:48am",SYSADMIN,"Completed the tranasction",,46
"2025-04-10 11:21:04am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 11:22:39am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 11:23:45am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 11:25:43am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 11:28:57am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 13:10:17pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 13:24:37pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 13:25:15pm",SYSADMIN,"Completed the tranasction",,47
"2025-04-10 13:25:32pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 13:27:53pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 13:28:59pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 13:30:28pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 13:32:37pm",SYSADMIN,"Completed the tranasction",,48
"2025-04-10 13:36:40pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 13:38:09pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 13:38:22pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 13:43:31pm",SYSADMIN,"Completed the tranasction",,49
"2025-04-10 14:00:59pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 14:02:00pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 14:02:53pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 14:04:40pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 14:06:49pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 14:09:22pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 14:21:15pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 14:22:32pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 14:30:20pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 14:30:47pm",SYSADMIN,"Completed the tranasction",,50
"2025-04-10 14:31:16pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 14:33:49pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 14:42:04pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 14:42:36pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 14:43:01pm",SYSADMIN,"Completed the tranasction",,51
"2025-04-10 19:53:14pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 19:54:19pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 19:54:33pm",SYSADMIN,"Added global discount to transaction"
"2025-04-10 19:55:37pm",SYSADMIN,"Completed the tranasction",,52
"2025-04-10 20:10:42pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 20:13:00pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 20:13:50pm",SYSADMIN,"Completed the tranasction",,53
"2025-04-10 20:14:49pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 20:15:47pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 20:16:06pm",SYSADMIN,"Completed the tranasction",,54
"2025-04-10 20:16:38pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 20:16:58pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 20:17:22pm",SYSADMIN,"Completed the tranasction",,55
"2025-04-10 20:24:01pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 20:24:35pm",SYSADMIN,"Added global discount to transaction"
"2025-04-10 20:25:55pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 20:26:11pm",SYSADMIN,"Completed the tranasction",,56
"2025-04-10 20:27:43pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 20:28:27pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 20:28:45pm",SYSADMIN,"Completed the tranasction",,57
"2025-04-10 20:30:07pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-10 20:31:10pm",SYSADMIN,"Added item discount to transaction"
"2025-04-10 20:41:08pm",SYSADMIN,"Completed the tranasction",,58
