"2025-05-07 19:32:46pm",SYSADMIN,"Opened a drawer"
"2025-05-07 19:32:52pm",SYSADMIN,"Created new transaction",REGULAR
"2025-05-07 19:33:17pm",SYSADMIN,"Added global discount to transaction"
"2025-05-07 19:33:43pm",SYSADMIN,"Completed the tranasction",,3
"2025-05-07 19:33:50pm",SYSADMIN,"Created new transaction",REGULAR
"2025-05-07 19:35:06pm",SYSADMIN,"Closed a drawer"
"2025-05-07 19:35:08pm",SYSADMIN,"Closed a drawer"
"2025-05-07 08:41:34am",SYSADMIN,"Closed a drawer"
"2025-05-07 08:41:34am",SYSADMIN,"Closed a drawer"
"2025-05-07 09:29:23am",SYSADMIN,"Opened a drawer"
"2025-05-07 09:31:40am",SYSADMIN,"Closed a drawer"
"2025-05-07 09:31:41am",SYSADMIN,"Closed a drawer"
"2025-05-07 10:15:34am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-07 10:27:10am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-07 10:27:45am",SYSADMIN,"Added global discount to transaction"
"2025-05-07 10:28:11am",SYSADMIN,"Completed the tranasction",,75
"2025-05-07 10:28:33am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-07 10:29:56am",SYSADMIN,"Closed a drawer"
"2025-05-07 10:29:57am",SYSADMIN,"Closed a drawer"
"2025-05-07 10:31:42am",SYSADMIN,"Opened a drawer"
"2025-05-07 10:31:52am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-07 10:32:29am",SYSADMIN,"Completed the tranasction",,76
"2025-05-07 10:32:36am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-07 11:16:17am",SYSADMIN,"Closed a drawer"
"2025-05-07 11:16:19am",SYSADMIN,"Closed a drawer"
"2025-05-07 11:34:42am",SYSADMIN,"Opened a drawer"
"2025-05-07 11:34:47am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-07 11:35:14am",SYSADMIN,"Added item discount to transaction"
"2025-05-07 11:35:23am",SYSADMIN,"Added global discount to transaction"
"2025-05-07 11:35:52am",SYSADMIN,"Completed the tranasction",,77
"2025-05-07 11:36:00am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-07 11:36:39am",SYSADMIN,"Closed a drawer"
"2025-05-07 11:36:40am",SYSADMIN,"Closed a drawer"
"2025-05-07 17:15:44pm",SYSADMIN,"Closed a drawer"
"2025-05-07 17:15:45pm",SYSADMIN,"Closed a drawer"
