"2024-10-17 15:15:55pm",OWNER,"Closed a drawer"
"2024-10-17 15:15:55pm",OWNER,"Closed a drawer"
"2024-10-17 15:16:03pm",OWNER,"Opened a drawer"
"2024-10-17 15:16:09pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 16:19:44pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-17 16:25:15pm",SYSADMIN,"Added global discount to transaction"
"2024-10-17 16:25:28pm",SYSADMIN,"Completed the tranasction",,28
"2024-10-17 16:25:57pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-17 16:26:19pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-17 16:27:51pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 16:35:36pm",OWNER,"Added item discount to transaction"
"2024-10-17 16:37:10pm",OWNER,"Added global discount to transaction"
"2024-10-17 16:37:53pm",OWNER,"Completed the tranasction",,29
"2024-10-17 16:38:06pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 17:28:51pm",ABS,"Created new transaction",REGULAR
"2024-10-17 17:34:07pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:35:45pm",CASHIER,"Added global discount to transaction"
"2024-10-17 17:36:00pm",CASHIER,"Completed the tranasction",,30
"2024-10-17 17:38:24pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:38:56pm",CASHIER,"Added global discount to transaction"
"2024-10-17 17:39:04pm",CASHIER,"Added a customer to transaction"
"2024-10-17 17:39:19pm",CASHIER,"Added a customer to transaction"
"2024-10-17 17:39:25pm",CASHIER,"Added a customer to transaction"
"2024-10-17 17:39:42pm",CASHIER,"Completed the tranasction",,31
"2024-10-17 17:40:08pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:40:30pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:41:00pm",CASHIER,"Completed the tranasction",,32
"2024-10-17 17:41:52pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:42:28pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:42:54pm",CASHIER,"Created return transaction",RETURN
"2024-10-17 17:43:27pm",CASHIER,"Added global discount to transaction"
"2024-10-17 17:46:11pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:46:53pm",CASHIER,"Added global discount to transaction"
"2024-10-17 17:47:10pm",CASHIER,"Completed the tranasction",,33
"2024-10-17 17:47:38pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:47:53pm",CASHIER,"Created return transaction",RETURN
"2024-10-17 17:48:00pm",CASHIER,"Added global discount to transaction"
"2024-10-17 17:48:46pm",CASHIER,"Completed the tranasction",,4
"2024-10-17 17:49:13pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:49:41pm",CASHIER,"Added global discount to transaction"
"2024-10-17 17:50:31pm",CASHIER,"Completed the tranasction",,34
"2024-10-17 17:50:55pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:51:13pm",CASHIER,"Created return transaction",RETURN
"2024-10-17 17:51:21pm",CASHIER,"Added global discount to transaction"
"2024-10-17 17:51:53pm",CASHIER,"Completed the tranasction",,5
"2024-10-17 17:57:12pm",CASHIER,"Created new transaction",REGULAR
"2024-10-17 17:57:28pm",CASHIER,"Added a customer to transaction"
"2024-10-17 17:57:35pm",CASHIER,"Added global discount to transaction"
"2024-10-17 17:58:01pm",CASHIER,"Completed the tranasction",,35
"2024-10-17 18:00:39pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 18:00:57pm",OWNER,"Added global discount to transaction"
"2024-10-17 18:01:37pm",OWNER,"Completed the tranasction",,36
"2024-10-17 18:03:08pm",OWNER,"Closed a drawer"
"2024-10-17 18:03:09pm",OWNER,"Closed a drawer"
"2024-10-17 18:03:23pm",OWNER,"Closed a drawer"
"2024-10-17 18:03:23pm",OWNER,"Closed a drawer"
"2024-10-17 18:03:23pm",OWNER,"Closed a drawer"
"2024-10-17 18:03:24pm",OWNER,"Closed a drawer"
"2024-10-17 18:03:50pm",OWNER,"Opened a drawer"
"2024-10-17 18:04:01pm",OWNER,"Closed a drawer"
"2024-10-17 18:04:02pm",OWNER,"Closed a drawer"
"2024-10-17 22:16:19pm",OWNER,"Opened a drawer"
"2024-10-17 22:16:30pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:23:40pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:24:43pm",OWNER,"Added global discount to transaction"
"2024-10-17 22:30:13pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:30:45pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:31:14pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:32:30pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:40:28pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:43:28pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:46:57pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:48:03pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:51:32pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:52:50pm",OWNER,"Created new transaction",REGULAR
"2024-10-17 22:59:23pm",OWNER,"Created new transaction",REGULAR
