"2023-11-26 12:44:52pm",SYSADMIN,"Created new transaction",REGULAR
"2023-11-26 12:45:11pm",SYSADMIN,"Added a customer to transaction"
"2023-11-26 12:46:24pm",SYSADMIN,"Created new transaction",REGULAR
"2023-11-26 13:12:24pm",SYSADMIN,"Created new transaction",REGULAR
"2023-11-26 13:12:41pm",SYSADMIN,"Added a customer to transaction"
"2023-11-26 13:13:10pm",SYSADMIN,"Added item discount to transaction"
"2023-11-26 13:13:24pm",SYSADMIN,"Completed the tranasction",,190
"2023-11-26 13:13:29pm",SYSADMIN,"Created new transaction",REGULAR
