"2024-10-30 09:23:10am",SYSADMIN,"Closed a drawer"
"2024-10-30 09:23:11am",SYSADMIN,"Closed a drawer"
"2024-10-30 09:23:20am",SYSADMIN,"Opened a drawer"
"2024-10-30 09:23:22am",SYSADMIN,"Created new transaction",REGULAR
"2024-10-30 16:00:36pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-30 16:00:51pm",SYSADMIN,"Added global discount to transaction"
"2024-10-30 16:01:10pm",SYSADMIN,"Completed the tranasction",,83
"2024-10-30 16:01:13pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-30 16:01:26pm",SYSADMIN,"Added global discount to transaction"
"2024-10-30 16:01:39pm",SYSADMIN,"Completed the tranasction",,84
"2024-10-30 16:01:41pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-30 16:13:17pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-30 16:13:33pm",SYSADMIN,"Added global discount to transaction"
"2024-10-30 16:14:12pm",SYSADMIN,"Completed the tranasction",,85
"2024-10-30 16:14:25pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-30 16:17:21pm",SYSADMIN,"Closed a drawer"
"2024-10-30 16:17:22pm",SYSADMIN,"Closed a drawer"
"2024-10-30 16:18:19pm",SYSADMIN,"Opened a drawer"
"2024-10-30 16:18:22pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-30 16:18:35pm",SYSADMIN,"Added global discount to transaction"
"2024-10-30 16:18:46pm",SYSADMIN,"Completed the tranasction",,86
"2024-10-30 16:18:49pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-30 16:19:27pm",SYSADMIN,"Closed a drawer"
"2024-10-30 16:19:28pm",SYSADMIN,"Closed a drawer"
