"2025-05-06 18:58:29pm",SYSADMIN,"Opened a drawer"
"2025-05-06 19:00:32pm",SYSADMIN,"Created new transaction",REGULAR
"2025-05-06 19:01:49pm",SYSADMIN,"Added global discount to transaction"
"2025-05-06 19:02:03pm",SYSADMIN,"Completed the tranasction",,2
"2025-05-06 19:02:11pm",SYSADMIN,"Created new transaction",REGULAR
"2025-05-06 19:02:52pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:02:54pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:03:54pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:03:56pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:13:04pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:13:06pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:16:10pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:16:12pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:16:37pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:16:39pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:29:32pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:29:34pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:31:06pm",SYSADMIN,"Closed a drawer"
"2025-05-06 19:31:08pm",SYSADMIN,"Closed a drawer"
"2025-05-06 08:33:50am",SYSADMIN,"Opened a drawer"
"2025-05-06 08:36:42am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-06 08:37:15am",SYSADMIN,"Added global discount to transaction"
"2025-05-06 08:37:31am",SYSADMIN,"Completed the tranasction",,5
"2025-05-06 08:37:38am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-06 08:38:58am",SYSADMIN,"Closed a drawer"
"2025-05-06 08:39:00am",SYSADMIN,"Closed a drawer"
"2025-05-06 08:40:51am",SYSADMIN,"Closed a drawer"
"2025-05-06 08:40:53am",SYSADMIN,"Closed a drawer"
