"2024-11-05 09:59:41am",SYSADMIN,"Closed a drawer"
"2024-11-05 09:59:42am",SYSADMIN,"Closed a drawer"
"2024-11-05 10:00:14am",SYSADMIN,"Opened a drawer"
"2024-11-05 10:00:19am",SYSADMIN,"Created new transaction",REGULAR
"2024-11-05 10:01:05am",SYSADMIN,"Added global discount to transaction"
"2024-11-05 10:51:19am",SYSADMIN,"Created new transaction",REGULAR
"2024-11-05 12:22:53pm",SYSADMIN,"Added global discount to transaction"
"2024-11-05 12:23:13pm",SYSADMIN,"Completed the tranasction",,3
"2024-11-05 12:23:21pm",SYSADMIN,"Created new transaction",REGULAR
"2024-11-05 14:32:45pm",SYSADMIN,"Created new transaction",REGULAR
