"2024-10-18 09:06:56am",OWNER,"Closed a drawer"
"2024-10-18 09:06:57am",OWNER,"Closed a drawer"
"2024-10-18 09:07:15am",OWNER,"Opened a drawer"
"2024-10-18 09:07:27am",OWNER,"Created new transaction",REGULAR
"2024-10-18 09:31:13am",BS,"Created new transaction",REGULAR
"2024-10-18 09:31:42am",BS,"Added global discount to transaction"
"2024-10-18 09:31:51am",BS,"Completed the tranasction",,37
"2024-10-18 09:32:36am",BS,"Created new transaction",REGULAR
"2024-10-18 09:32:49am",BS,"Added global discount to transaction"
"2024-10-18 09:33:07am",BS,"Completed the tranasction",,38
"2024-10-18 09:33:44am",BS,"Created new transaction",REGULAR
"2024-10-18 09:34:10am",BS,"Added global discount to transaction"
"2024-10-18 09:34:22am",BS,"Completed the tranasction",,39
"2024-10-18 09:35:09am",BS,"Created new transaction",REGULAR
"2024-10-18 09:35:43am",BS,"Added global discount to transaction"
"2024-10-18 09:35:56am",BS,"Completed the tranasction",,40
"2024-10-18 09:37:04am",BS,"Created new transaction",REGULAR
"2024-10-18 09:39:11am",BS,"Created new transaction",REGULAR
"2024-10-18 09:40:09am",BS,"Created new transaction",REGULAR
"2024-10-18 09:43:58am",BS,"Added global discount to transaction"
"2024-10-18 09:44:15am",BS,"Completed the tranasction",,41
"2024-10-18 09:44:30am",BS,"Created new transaction",REGULAR
"2024-10-18 09:53:27am",ABS,"Created new transaction",REGULAR
"2024-10-18 10:08:51am",ABS,"Added global discount to transaction"
"2024-10-18 10:09:32am",ABS,"Completed the tranasction",,42
"2024-10-18 18:09:12pm",SYSADMIN,"Closed a drawer"
"2024-10-18 18:09:13pm",SYSADMIN,"Closed a drawer"
"2024-10-18 18:09:21pm",SYSADMIN,"Opened a drawer"
"2024-10-18 18:09:32pm",SYSADMIN,"Closed a drawer"
"2024-10-18 18:09:33pm",SYSADMIN,"Closed a drawer"
