"2025-04-07 08:30:21am",SYSADMIN,"Closed a drawer"
"2025-04-07 08:30:38am",SYSADMIN,"Opened a drawer"
"2025-04-07 17:29:00pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 17:34:53pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 17:36:28pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 17:36:47pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:37:18pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:37:27pm",SYSADMIN,"Added global discount to transaction"
"2025-04-07 17:37:45pm",SYSADMIN,"Completed the tranasction",,31
"2025-04-07 17:37:52pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 17:38:07pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 17:38:54pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 17:39:40pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:39:57pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:40:35pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:40:57pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:41:11pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:42:44pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 17:43:31pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:43:46pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:44:02pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:44:13pm",SYSADMIN,"Added global discount to transaction"
"2025-04-07 17:44:32pm",SYSADMIN,"Completed the tranasction",,32
"2025-04-07 17:44:39pm",SYSADMIN,"Created new transaction",REGULAR
