"2025-04-07 08:30:21am",SYSADMIN,"Closed a drawer"
"2025-04-07 08:30:38am",SYSADMIN,"Opened a drawer"
"2025-04-07 08:30:45am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 08:38:01am",SYSADMIN,"Added global discount to transaction"
"2025-04-07 08:38:16am",SYSADMIN,"Completed the tranasction",,22
"2025-04-07 08:38:28am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 08:41:36am",SYSADMIN,"Added global discount to transaction"
"2025-04-07 08:53:15am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 08:57:47am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:03:21am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:04:43am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:10:15am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:10:25am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:10:46am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:10:55am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:11:48am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:12:43am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:14:49am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:15:15am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:15:50am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:16:06am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:17:45am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:24:28am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:24:34am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:24:46am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:24:54am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:25:01am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:25:29am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:26:04am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:26:14am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:27:49am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:28:06am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 09:29:41am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 13:52:33pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 13:53:37pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 13:54:01pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 13:54:11pm",SYSADMIN,"Added global discount to transaction"
"2025-04-07 13:54:26pm",SYSADMIN,"Completed the tranasction",,23
"2025-04-07 13:54:58pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 13:55:25pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 13:58:33pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 13:59:01pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 13:59:40pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 13:59:48pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 14:00:09pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 14:00:18pm",SYSADMIN,"Added global discount to transaction"
"2025-04-07 14:00:35pm",SYSADMIN,"Completed the tranasction",,24
"2025-04-07 14:00:49pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 14:03:48pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 14:06:10pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 14:06:34pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 14:07:29pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 14:07:37pm",SYSADMIN,"Added global discount to transaction"
"2025-04-07 14:07:53pm",SYSADMIN,"Completed the tranasction",,25
"2025-04-07 14:12:57pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 14:13:11pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 14:13:41pm",SYSADMIN,"Added global discount to transaction"
"2025-04-07 14:13:52pm",SYSADMIN,"Completed the tranasction",,26
"2025-04-07 14:14:15pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 14:16:27pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 14:16:37pm",SYSADMIN,"Added global discount to transaction"
"2025-04-07 14:17:09pm",SYSADMIN,"Completed the tranasction",,27
"2025-04-07 14:18:36pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 14:18:52pm",SYSADMIN,"Added global discount to transaction"
"2025-04-07 14:19:01pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 14:19:13pm",SYSADMIN,"Completed the tranasction",,28
"2025-04-07 14:19:38pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 14:23:17pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 14:23:36pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 14:23:52pm",SYSADMIN,"Added global discount to transaction"
"2025-04-07 14:24:14pm",SYSADMIN,"Completed the tranasction",,29
"2025-04-07 14:24:22pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 17:26:05pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-07 17:28:14pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:28:22pm",SYSADMIN,"Added item discount to transaction"
"2025-04-07 17:28:36pm",SYSADMIN,"Added global discount to transaction"
"2025-04-07 17:28:52pm",SYSADMIN,"Completed the tranasction",,30
