"2025-05-14 07:10:44am",SYSADMIN,"Opened a drawer"
"2025-05-14 07:10:58am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-14 07:11:22am",SYSADMIN,"Added global discount to transaction"
"2025-05-14 07:11:38am",SYSADMIN,"Completed the tranasction",,7
"2025-05-14 07:11:45am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-14 07:14:04am",SYSADMIN,"Closed a drawer"
"2025-05-14 07:14:05am",SYSADMIN,"Closed a drawer"
"2025-05-14 07:14:06am",SYSADMIN,"Closed a drawer"
"2025-05-14 07:14:52am",SYSADMIN,"Closed a drawer"
"2025-05-14 07:14:53am",SYSADMIN,"Closed a drawer"
