"2025-05-13 10:26:19am",SYSADMIN,"Opened a drawer"
"2025-05-13 10:26:25am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-13 10:26:56am",SYSADMIN,"Added global discount to transaction"
"2025-05-13 10:27:22am",SYSADMIN,"Completed the tranasction",,6
"2025-05-13 10:27:29am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-13 10:27:38am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-13 10:29:43am",SYSADMIN,"Closed a drawer"
"2025-05-13 10:29:45am",SYSADMIN,"Closed a drawer"
"2025-05-13 10:36:11am",SYSADMIN,"Opened a drawer"
"2025-05-13 13:42:32pm",SYSADMIN,"Closed a drawer"
"2025-05-13 13:42:33pm",SYSADMIN,"Closed a drawer"
