"2025-04-11 08:28:50am",SYSADMIN,"Closed a drawer"
"2025-04-11 08:28:51am",SYSADMIN,"Closed a drawer"
"2025-04-11 08:34:44am",SYSADMIN,"Opened a drawer"
"2025-04-11 08:37:32am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 08:39:51am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 08:42:47am",SYSADMIN,"Added item discount to transaction"
"2025-04-11 08:45:35am",SYSADMIN,"Completed the tranasction",,59
"2025-04-11 08:46:35am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 08:48:35am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 08:51:04am",SYSADMIN,"Added item discount to transaction"
"2025-04-11 08:51:48am",SYSADMIN,"Added item discount to transaction"
"2025-04-11 08:53:29am",SYSADMIN,"Added global discount to transaction"
"2025-04-11 08:54:16am",SYSADMIN,"Completed the tranasction",,60
"2025-04-11 08:55:13am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 08:57:20am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 09:00:06am",SYSADMIN,"Added item discount to transaction"
"2025-04-11 09:02:40am",SYSADMIN,"Added global discount to transaction"
"2025-04-11 09:03:02am",SYSADMIN,"Completed the tranasction",,61
"2025-04-11 09:04:34am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 09:05:02am",SYSADMIN,"Created return transaction",RETURN
"2025-04-11 09:10:22am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 09:17:23am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 09:29:46am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 09:30:46am",SYSADMIN,"Created return transaction",RETURN
"2025-04-11 09:31:06am",SYSADMIN,"Added item discount to transaction"
"2025-04-11 09:31:28am",SYSADMIN,"Added item discount to transaction"
"2025-04-11 09:33:21am",SYSADMIN,"Completed the tranasction",,1
"2025-04-11 09:34:33am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 09:36:51am",SYSADMIN,"Added item discount to transaction"
"2025-04-11 09:37:42am",SYSADMIN,"Completed the tranasction",,2
"2025-04-11 09:38:02am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 09:39:10am",SYSADMIN,"Completed the tranasction",,62
"2025-04-11 09:43:47am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 09:57:36am",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 10:22:09am",SYSADMIN,"Added item discount to transaction"
"2025-04-11 10:22:50am",SYSADMIN,"Completed the tranasction",,63
"2025-04-11 13:41:43pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 13:46:31pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 13:48:28pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 13:53:02pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 13:54:31pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 13:55:50pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 13:59:36pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 14:00:26pm",SYSADMIN,"Created new transaction",REGULAR
"2025-04-11 14:03:28pm",SYSADMIN,"Completed the tranasction",,64
