"2024-10-03 14:59:27pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-03 15:08:05pm",SYSADMIN,"Added a customer to transaction"
"2024-10-03 15:09:14pm",SYSADMIN,"Added a customer to transaction"
"2024-10-03 15:09:41pm",SYSADMIN,"Added a customer to transaction"
"2024-10-03 15:09:47pm",SYSADMIN,"Added item discount to transaction"
"2024-10-03 15:09:57pm",SYSADMIN,"Added a customer to transaction"
"2024-10-03 15:10:16pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-03 15:11:33pm",SYSADMIN,"Added a customer to transaction"
"2024-10-03 15:11:44pm",SYSADMIN,"Added item discount to transaction"
"2024-10-03 15:12:10pm",SYSADMIN,"Added global discount to transaction"
"2024-10-03 15:22:11pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-03 15:24:11pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-03 15:28:20pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-03 15:30:23pm",SYSADMIN,"Added global discount to transaction"
"2024-10-03 15:30:30pm",SYSADMIN,"Completed the tranasction",,9
"2024-10-03 15:32:02pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-03 15:35:39pm",SYSADMIN,"Added global discount to transaction"
"2024-10-03 15:45:30pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-03 15:55:03pm",SYSADMIN,"Created new transaction",REGULAR
"2024-10-03 16:12:30pm",SYSADMIN,"Added a customer to transaction"
"2024-10-03 16:12:36pm",SYSADMIN,"Added item discount to transaction"
