"2025-05-22 09:47:03am",SYSADMIN,"Closed a drawer"
"2025-05-22 09:47:04am",SYSADMIN,"Closed a drawer"
"2025-05-22 09:47:05am",SYSADMIN,"Closed a drawer"
"2025-05-22 09:47:57am",SYSADMIN,"Closed a drawer"
"2025-05-22 09:47:58am",SYSADMIN,"Closed a drawer"
"2025-05-22 09:47:59am",SYSADMIN,"Closed a drawer"
"2025-05-22 09:48:08am",SYSADMIN,"Closed a drawer"
"2025-05-22 09:48:24am",SYSADMIN,"Opened a drawer"
"2025-05-22 10:32:27am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-22 10:33:34am",SYSADMIN,"Added a customer to transaction"
"2025-05-22 10:33:58am",SYSADMIN,"Added item discount to transaction"
"2025-05-22 10:34:10am",SYSADMIN,"Added global discount to transaction"
"2025-05-22 10:34:53am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-22 10:36:00am",SYSADMIN,"Added item discount to transaction"
"2025-05-22 10:36:19am",SYSADMIN,"Added global discount to transaction"
"2025-05-22 10:36:50am",SYSADMIN,"Completed the tranasction",,98
"2025-05-22 10:36:58am",SYSADMIN,"Created new transaction",REGULAR
"2025-05-22 10:39:11am",SYSADMIN,"Closed a drawer"
"2025-05-22 10:39:12am",SYSADMIN,"Closed a drawer"
"2025-05-22 10:39:13am",SYSADMIN,"Closed a drawer"
