"2024-11-11 08:40:58am",SYSADMIN,"Closed a drawer"
"2024-11-11 08:40:58am",SYSADMIN,"Closed a drawer"
"2024-11-11 08:41:09am",SYSADMIN,"Opened a drawer"
"2024-11-11 08:41:13am",SYSADMIN,"Created new transaction",REGULAR
"2024-11-11 08:44:51am",SYSADMIN,"Added a customer to transaction"
"2024-11-11 08:45:11am",SYSADMIN,"Added a customer to transaction"
"2024-11-11 08:45:19am",SYSADMIN,"Added a customer to transaction"
"2024-11-11 08:45:26am",SYSADMIN,"Added item discount to transaction"
"2024-11-11 08:45:30am",SYSADMIN,"Added a customer to transaction"
"2024-11-11 08:46:22am",SYSADMIN,"Added global discount to transaction"
