"2024-10-07 10:04:28am",SYSADMIN,"Closed a drawer"
"2024-10-07 10:04:28am",SYSADMIN,"Closed a drawer"
"2024-10-07 10:05:02am",SYSADMIN,"Opened a drawer"
"2024-10-07 10:05:47am",SYSADMIN,"Created new transaction",REGULAR
"2024-10-07 10:13:47am",SYSADMIN,"Added item discount to transaction"
"2024-10-07 10:14:16am",SYSADMIN,"Added a customer to transaction"
"2024-10-07 10:15:04am",SYSADMIN,"Added item discount to transaction"
"2024-10-07 10:15:17am",SYSADMIN,"Added item discount to transaction"
"2024-10-07 10:16:32am",SYSADMIN,"Added global discount to transaction"
"2024-10-07 10:18:19am",SYSADMIN,"Added global discount to transaction"
"2024-10-07 10:19:09am",SYSADMIN,"Completed the tranasction",,12
"2024-10-07 10:19:58am",SYSADMIN,"Created new transaction",REGULAR
"2024-10-07 10:20:21am",SYSADMIN,"Added a customer to transaction"
"2024-10-07 10:20:22am",SYSADMIN,"Created return transaction",RETURN
"2024-10-07 10:20:40am",SYSADMIN,"Added global discount to transaction"
"2024-10-07 10:20:50am",SYSADMIN,"Completed the tranasction",,2
"2024-10-07 10:43:43am",SYSADMIN,"Closed a drawer"
"2024-10-07 10:43:44am",SYSADMIN,"Closed a drawer"
