"2024-11-20 11:31:23am",SYSADMIN,"Closed a drawer"
"2024-11-20 11:31:23am",SYSADMIN,"Closed a drawer"
"2024-11-20 11:31:37am",SYSADMIN,"Opened a drawer"
"2024-11-20 11:31:42am",SYSADMIN,"Created new transaction",REGULAR
"2024-11-20 11:31:58am",SYSADMIN,"Added a customer to transaction"
"2024-11-20 11:32:05am",SYSADMIN,"Added global discount to transaction"
"2024-11-20 11:32:31am",SYSADMIN,"Completed the tranasction",,24
"2024-11-20 11:32:36am",SYSADMIN,"Created new transaction",REGULAR
"2024-11-20 16:55:09pm",SYSADMIN,"Created new transaction",REGULAR
"2024-11-20 17:02:24pm",SYSADMIN,"Added global discount to transaction"
"2024-11-20 17:03:18pm",SYSADMIN,"Completed the tranasction",,25
"2024-11-20 17:08:21pm",SYSADMIN,"Created new transaction",REGULAR
"2024-11-20 17:08:56pm",SYSADMIN,"Created new transaction",REGULAR
"2024-11-20 17:09:06pm",SYSADMIN,"Added global discount to transaction"
"2024-11-20 17:09:16pm",SYSADMIN,"Completed the tranasction",,26
"2024-11-20 17:10:03pm",SYSADMIN,"Created new transaction",REGULAR
"2024-11-20 17:10:24pm",SYSADMIN,"Created new transaction",REGULAR
"2024-11-20 17:11:22pm",SYSADMIN,"Created new transaction",REGULAR
"2024-11-20 17:11:48pm",SYSADMIN,"Added global discount to transaction"
"2024-11-20 17:12:03pm",SYSADMIN,"Completed the tranasction",,27
"2024-11-20 17:12:27pm",SYSADMIN,"Created new transaction",REGULAR
"2024-11-20 17:13:19pm",SYSADMIN,"Created new transaction",REGULAR
"2024-11-20 17:13:47pm",SYSADMIN,"Added global discount to transaction"
"2024-11-20 17:13:56pm",SYSADMIN,"Completed the tranasction",,28
